acari_odb12	2025-07-01	4edef67d5bcde8404c83efd159529fab	Eukaryota	lineages
acetobacteraceae_odb12	2025-05-14	27401736f4457a07f9d0a6499cf0d3e6	Prokaryota	lineages
acetobacter_odb12	2025-05-14	535ac707a93c40dcd03b2f7a4404a077	Prokaryota	lineages
acholeplasmataceae_odb12	2025-05-14	9b63db9907a6a4488ea547a346f428b4	Prokaryota	lineages
achromobacter_odb12	2025-05-14	cb4db2ca5ee9f7c5751eeb562c77e4bc	Prokaryota	lineages
acidobacteriaceae_odb12	2025-05-14	4d336b45226afc3a52e4e0b8b3f37ed6	Prokaryota	lineages
acidobacteria_odb10	2024-01-08	13046d110cf6d038af269ee6e0681bdc	Prokaryota	lineages
acidobacteriota_odb12	2025-05-14	af4b784b7c07ecb267b4f1e949776cce	Prokaryota	lineages
acidovorax_odb12	2025-05-14	6fe3d3eeb6d550114d520ae2e72d4552	Prokaryota	lineages
acinetobacter_odb12	2025-05-14	9811a0517cba7b743907d4002125f536	Prokaryota	lineages
aconoidasida_odb10	2024-01-08	47b6ece13859b681466c79f4e6c6d1ad	Eukaryota	lineages
aconoidasida_odb12	2025-07-01	a5b5c13af5bd4447c09a65ae824814d7	Eukaryota	lineages
actinobacteria_class_odb10	2024-01-08	0a326071854e20d1977a13a5e3a5f84f	Prokaryota	lineages
actinobacteria_phylum_odb10	2024-01-08	eaa25a3d973f580d4cf59b7251309e5a	Prokaryota	lineages
actinomadura_odb12	2025-05-14	f7f9a535e66305fb25c96239edf23a46	Prokaryota	lineages
actinomyces_odb12	2025-05-14	f1fad5b4591ba5152465917348abf333	Prokaryota	lineages
actinomycetaceae_odb12	2025-05-14	368ea5881828fd48ef90df9108cf9c28	Prokaryota	lineages
actinomycetes_odb12	2025-05-14	a88c3e91e634be1ed88d01b8ad4cbd8f	Prokaryota	lineages
actinomycetota_odb12	2025-05-14	edd3c8c0dfc96714354ccff2fc6030b3	Prokaryota	lineages
actinoplanes_odb12	2025-05-14	71afb3aaa6ac9f93591a1953c470157c	Prokaryota	lineages
actinopterygii_odb10	2024-01-08	6b042870822559fcacf129fdedea8927	Eukaryota	lineages
actinopterygii_odb12	2025-07-01	b56a09fc79289231acf13bb8336dadfd	Eukaryota	lineages
aculeata_odb12	2025-07-01	ba0b47544f62aa0b4dbb1756de4a408b	Eukaryota	lineages
aerococcaceae_odb12	2025-05-14	ee0b6be9541d8662f778909caf604187	Prokaryota	lineages
aeromicrobium_odb12	2025-05-14	ae8da1c04b579833c9fc0258fbe18191	Prokaryota	lineages
aeromonadaceae_odb12	2025-05-14	a0e73c15c864e965e06491469d701139	Prokaryota	lineages
aeromonas_odb12	2025-05-14	f0cf79bf8390408ca12db5c4729847ca	Prokaryota	lineages
afipia_odb12	2025-05-14	f4347ae1f1810b82553a980c446d6a19	Prokaryota	lineages
agaricales_odb10	2024-01-08	1bf1c632dab6ae5b4ff0be6fad8ff8cf	Eukaryota	lineages
agaricales_odb12	2025-07-01	dd29f51bb36985ea04dfdf5ed7d82f2e	Eukaryota	lineages
agaricomycetes_odb10	2024-01-08	717f3e2543617972c9a45bbd4ac975b6	Eukaryota	lineages
agaricomycetes_odb12	2025-07-01	1bd7a8b4eefcdea35ed0dd90c71a7ffe	Eukaryota	lineages
agrobacterium_odb12	2025-05-14	e0010183e91345e8e4fa0b505083ec42	Prokaryota	lineages
agromyces_odb12	2025-05-14	421c37efdbca9d425b9885ef6d0d1313	Prokaryota	lineages
ajellomycetaceae_odb12	2025-07-01	5e7356198c332e5c6382ce8adb55d750	Eukaryota	lineages
alcaligenaceae_odb12	2025-05-14	2f4ae54300f3ab57127d0ce8a68251f3	Prokaryota	lineages
alcanivorax_odb12	2025-05-14	fea525989589bb5dd9fc7a79cd3fa970	Prokaryota	lineages
algoriphagus_odb12	2025-05-14	f49db2f7a1101601b19c28db7f1f0627	Prokaryota	lineages
alicyclobacillaceae_odb12	2025-05-14	8c02252e5805d3de3e3f36e8d06e7cac	Prokaryota	lineages
alicyclobacillus_odb12	2025-05-14	865a0cb044325b32454bb97b2bef6fcf	Prokaryota	lineages
alistipes_odb12	2025-05-14	ba2777223f7667769fc94e1b56db570b	Prokaryota	lineages
alphabaculovirus_odb10	2024-01-08	ec04ed01eab6001f35c1a6ebfc70180f	Virus	lineages
alphaherpesvirinae_odb10	2024-01-08	44433a26b31aa50e4314a013eb2d1ff4	Virus	lineages
alphaproteobacteria_odb10	2024-01-08	22db70ba9f321e8b8f4eed0b2be41b6f	Prokaryota	lineages
alphaproteobacteria_odb12	2025-05-14	4090e762246c45d2e156592f1bb11a5f	Prokaryota	lineages
alteromonadales_odb10	2024-01-08	0a959f97971c349fdd69bc37e7796514	Prokaryota	lineages
alteromonadales_odb12	2025-05-14	4a0ba1f70e10fa10635d0aba13c7670d	Prokaryota	lineages
alteromonas_odb12	2025-05-14	c2d33baacbedac15fcf8bb517958144c	Prokaryota	lineages
alveolata_odb10	2024-01-08	cbd2ddb6b18efb2b4ca218a74688aacf	Eukaryota	lineages
alveolata_odb12	2025-07-01	294ffd2378cf8d868d523f923c460508	Eukaryota	lineages
